"Sens Factor =0.519dB, SERNO: 7188917"
"Auto-generated 90-degree calibration file"
5326.959	-0.2462
5393.273	-0.2649
5460.413	-0.2842
5528.388	-0.3040
5597.209	-0.3244
5666.887	-0.3453
5737.433	-0.3664
5808.857	-0.3876
5881.169	-0.4089
5954.383	-0.4303
6028.507	-0.4515
6103.555	-0.4727
6179.536	-0.4941
6256.464	-0.5158
6334.349	-0.5379
6413.204	-0.5604
6493.040	-0.5834
6573.870	-0.6071
6655.706	-0.6313
6738.562	-0.6560
6822.448	-0.6811
6907.379	-0.7065
6993.367	-0.7322
7080.426	-0.7585
7168.568	-0.7850
7257.808	-0.8115
7348.158	-0.8373
7439.633	-0.8633
7532.248	-0.8895
7626.015	-0.9160
7720.949	-0.9417
7817.065	-0.9669
7914.377	-0.9925
8012.901	-1.0187
8112.652	-1.0457
8213.645	-1.0723
8315.894	-1.0995
8419.416	-1.1272
8524.228	-1.1550
8630.343	-1.1827
8737.780	-1.2105
8846.555	-1.2387
8956.683	-1.2680
9068.182	-1.2986
9181.069	-1.3306
9295.362	-1.3640
9411.078	-1.3987
9528.233	-1.4351
9646.849	-1.4730
9766.939	-1.5134
9888.525	-1.5557
10011.625	-1.5994
10136.257	-1.6449
10262.440	-1.6919
10390.195	-1.7390
10519.540	-1.7879
10650.495	-1.8387
10783.080	-1.8911
10917.316	-1.9454
11053.223	-2.0015
11190.821	-2.0598
11330.133	-2.1204
11471.179	-2.1836
11613.980	-2.2489
11758.561	-2.3170
11904.939	-2.3880
12053.141	-2.4621
12203.188	-2.5393
12355.102	-2.6189
12508.907	-2.7013
12664.627	-2.7864
12822.286	-2.8743
12981.907	-2.9647
13143.516	-3.0575
13307.136	-3.1531
13472.793	-3.2517
13640.512	-3.3530
13810.319	-3.4562
13982.240	-3.5614
14156.302	-3.6691
14332.529	-3.7788
14510.951	-3.8908
14691.595	-4.0044
14874.486	-4.1199
15059.655	-4.2374
15247.129	-4.3564
15436.937	-4.4767
15629.106	-4.5984
15823.669	-4.7205
16020.654	-4.8452
16220.091	-4.9723
16422.010	-5.1017
16626.443	-5.2338
16833.422	-5.3671
17042.977	-5.5020
17255.141	-5.6377
17469.945	-5.7737
17687.424	-5.9099
17907.609	-6.0116
18130.537	-6.1148
18356.240	-6.2191
18584.752	-6.3243
18816.107	-6.4310
19050.346	-6.5389
19287.498	-6.6479
19527.604	-6.7582
19770.697	-6.8695
20016.816	-6.9819
